participantId,objectName,objectDwellFirstTime,objectDwellEndTime,objectDwellTotalTime,objectDwellValid,objectDwellPosX,objectDwellPosY,objectDwellPosZ,objectDwellDistance
501,4I_Bars_Collider,18168.0,18656.0,488.0,1,33.33839,16.56003,27.49113,2.5924838
501,4I_Closing_Bars,18668.0,18668.0,0.0,0,33.50442,16.56032,28.96323,4.112306
501,4I_Bars_Collider,18680.0,18700.0,20.0,0,33.49639,16.56043,28.9814,4.2845054
501,Wall_Part,18716.0,18716.0,0.0,0,33.48489,16.56072,29.06938,4.1816926
501,4I_Evac_Exit,18724.0,18724.0,0.0,0,33.48571,16.56081,29.08087,3.981115
501,Wall_Part,18736.0,18944.0,208.0,1,33.48584,16.56088,29.07978,3.8803613
501,4C_Window_1,18956.0,18956.0,0.0,0,33.48001,16.5603,29.06659,8.781687
501,Wall_Part,18968.0,18980.0,12.0,0,33.47954,16.56034,29.06635,9.944698
501,4C_Window_2,18988.0,18988.0,0.0,0,33.47868,16.56041,29.06612,11.744221
501,Wall_Part,19000.0,19032.0,32.0,0,33.47826,16.56043,29.06619,12.224712
501,4C_Window_2,19044.0,19056.0,12.0,0,33.47683,16.56057,29.06662,11.818632
501,Wall_Part,19068.0,19068.0,0.0,0,33.47628,16.56068,29.06664,10.310754
501,4M_Obložení okno vnitřní rovné:Rámeček obrázku:729635,19080.0,19080.0,0.0,0,33.47605,16.56071,29.06664,11.712106
501,4C_Window_2,19092.0,19156.0,64.0,1,33.47577,16.56071,29.06659,11.711302
501,Wall_Part,19168.0,19188.0,20.0,0,33.47419,16.56091,29.06607,11.879829
501,4E_Tree_1,19200.0,19200.0,0.0,0,33.47343,16.5612,29.06638,21.61399
501,4D_Hall_End,19212.0,19212.0,0.0,0,33.47318,16.5613,29.06658,22.56793
501,4D_Medium_Plant_2,19220.0,19292.0,72.0,1,33.47293,16.5614,29.06681,21.631872
501,4D_Hall_End,19300.0,19300.0,0.0,0,33.47149,16.5618,29.06822,22.469128
501,Basic Wall:Cihla plná pálená 750mm:729120,19312.0,19324.0,12.0,0,33.47134,16.56185,29.06835,22.488234
501,4D_Hall_End,19336.0,19380.0,44.0,0,33.4712,16.562,29.06854,22.468414
501,Basic Wall:Cihla plná pálená 750mm:729120,19388.0,19388.0,0.0,0,33.47087,16.56242,29.06905,22.48629
501,4D_Hall_End,19400.0,19400.0,0.0,0,33.47084,16.56247,29.06917,22.488136
501,Basic Wall:Cihla plná pálená 750mm:729120,19412.0,19412.0,0.0,0,33.47082,16.56251,29.06928,22.501364
501,4D_Hall_End,19424.0,19444.0,20.0,0,33.47082,16.56256,29.06945,22.498774
501,Basic Wall:Cihla plná pálená 750mm:729120,19456.0,19456.0,0.0,0,33.47074,16.56264,29.0697,22.523174
501,4D_Hall_End,19468.0,19492.0,24.0,0,33.47068,16.56267,29.06977,22.516325
501,Basic Wall:Cihla plná pálená 750mm:729120,19500.0,19532.0,32.0,0,33.47065,16.56267,29.06997,22.520565
501,4D_Hall_End,19544.0,19600.0,56.0,1,33.4707,16.56241,29.07015,22.510029
501,Basic Wall:Cihla plná pálená 750mm:729120,19612.0,19612.0,0.0,0,33.58455,16.56227,28.90595,22.606432
501,4D_Hall_End,19624.0,19648.0,24.0,0,33.61298,16.56229,28.86491,22.643744
501,Basic Wall:Cihla plná pálená 750mm:729120,19656.0,19656.0,0.0,0,33.6698,16.56226,28.78292,22.711794
501,4D_Hall_End,19668.0,19680.0,12.0,0,33.68404,16.56226,28.76243,22.725811
501,Basic Wall:Cihla plná pálená 750mm:729120,19680.0,19680.0,0.0,0,33.71248,16.56226,28.72136,22.757147
501,4D_Hall_End,19692.0,19748.0,56.0,1,33.72675,16.56228,28.70091,22.775894
501,Basic Wall:Cihla plná pálená 750mm:729120,19756.0,19756.0,0.0,0,33.82618,16.56244,28.55778,22.87315
501,4D_Hall_End,19756.0,19824.0,68.0,1,33.84038,16.56244,28.53721,22.887444
501,Basic Wall:Cihla plná pálená 750mm:729120,19836.0,19836.0,0.0,0,33.86813,16.56287,28.49862,22.781702
501,Basic Wall:Cihla plná pálená 750mm:728921,19844.0,20012.0,168.0,1,33.86797,16.56291,28.49917,7.095488
501,Little_Sign,20024.0,20024.0,0.0,0,33.86586,16.56248,28.50784,6.9139147
501,Basic Wall:Cihla plná pálená 750mm:728921,20036.0,20132.0,96.0,1,33.86582,16.56249,28.5082,8.618921
501,4D_Hall_End,20144.0,20144.0,0.0,0,33.86545,16.56248,28.51016,22.779837
501,Basic Wall:Cihla plná pálená 750mm:729120,20156.0,20156.0,0.0,0,33.86549,16.56249,28.51027,22.774147
501,4D_Hall_End,20168.0,20188.0,20.0,0,33.86546,16.56248,28.51038,22.775944
501,Basic Wall:Cihla plná pálená 750mm:729120,20200.0,20200.0,0.0,0,33.86541,16.56244,28.51058,22.774883
501,4D_Hall_End,20212.0,20212.0,0.0,0,33.86538,16.56248,28.5106,22.781443
501,Basic Wall:Cihla plná pálená 750mm:729120,20224.0,20224.0,0.0,0,33.86534,16.56246,28.51064,22.7826
501,4D_Hall_End,20236.0,20256.0,20.0,0,33.86533,16.56243,28.51062,22.783442
501,4D_Fire_Extinguisher,20268.0,20268.0,0.0,0,33.86521,16.56239,28.5106,22.693577
501,Basic Wall:Cihla plná pálená 750mm:729120,20280.0,20280.0,0.0,0,33.86516,16.56244,28.51061,22.780739
501,4D_Hall_End,20292.0,20348.0,56.0,1,33.86514,16.56238,28.51057,22.779476
501,4C_Medium_Plant_1,20356.0,20368.0,12.0,0,33.86531,16.56231,28.50949,14.129556
501,4C_Table_1_set,20380.0,20380.0,0.0,0,33.86536,16.56221,28.50877,16.008877
501,4D_Medium_Plant_2,20388.0,20388.0,0.0,0,33.86514,16.56213,28.5084,21.996237
501,Basic Wall:Cihla plná pálená 750mm:729120,20404.0,20404.0,0.0,0,33.86495,16.56204,28.50798,22.836563
501,4D_Medium_Plant_10,20412.0,20412.0,0.0,0,33.86449,16.56194,28.50756,22.230446
501,Wall_Part,20424.0,20468.0,44.0,0,33.86385,16.5618,28.50716,18.139193
501,4C,20480.0,20480.0,0.0,0,33.86228,16.56104,28.50376,4.0045257
501,4I,20492.0,20492.0,0.0,0,33.86246,16.56088,28.50305,3.6509223
501,4I_Bars_Collider,20512.0,20924.0,412.0,1,33.86357,16.56056,28.50178,3.922033
501,4I_Closing_Bars,20936.0,22144.0,1208.0,1,33.8807,16.56,28.49926,3.7516398
501,4I_Bars_Collider,22156.0,22576.0,420.0,1,32.92219,16.56106,25.66379,0.9161366
501,4I_Closing_Bars,22588.0,22768.0,180.0,1,32.53771,16.55801,25.75259,0.8941764
501,4I_Bars_Collider,22780.0,24244.0,1464.0,1,32.43899,16.55752,25.23512,0.3283671
501,4I_Closing_Bars,24252.0,24332.0,80.0,1,32.69123,16.55913,26.81958,1.9554554
501,4I_Bars_Collider,24344.0,24376.0,32.0,0,32.74076,16.55907,27.08945,2.2873921
501,Wall_Part,24388.0,24388.0,0.0,0,32.76348,16.55906,27.21182,12.90036
501,Cube (177),24400.0,24400.0,0.0,0,32.76803,16.55904,27.23625,12.915261
501,4I_Bars_Collider,24400.0,24900.0,500.0,1,32.77254,16.55904,27.26084,2.4541318
501,4I_Closing_Bars,24908.0,24908.0,0.0,0,32.91715,16.55759,28.03655,3.1652172
501,4I_Bars_Collider,24920.0,24956.0,36.0,0,32.91696,16.55765,28.03611,3.1620927
